,BIOGRAPHICAL INFORMATION,,,,,,,,,,,,,,TEST SCORES,,,,,,,,,,,,,,,OUTPUT
1052,VmM,11,JAN,Y8,A,Q,75,67.7,Y14,Y16,X,B,74.9,Y20,30.18867925,69.42675159,45.45454545,61.96319018,57.37704918,65.26946108,70.94972067,59.53757225,19.64285714,45.32374101,31.03448276,63.50364964,50.72727273,63.29113924,47.12643678,MD
1056,KnJ,11,JUL,Y7,A,S,74.2,69.6,Y14,Y16,X,B,73.2,Y20,37.73584906,57.96178344,60,59.50920245,65.57377049,58.08383234,74.30167598,76.87861272,48.21428571,61.15107914,53.10344828,89.7810219,81.81818182,68.35443038,88.50574713,BP
1058,RvJ,12,JUN,Y7,A,Q,80.33,72.2,Y14,Y16,X,G,76.32,Y20,54.71698113,73.24840764,69.6969697,68.09815951,37.70491803,54.49101796,59.77653631,60.69364162,46.42857143,68.34532374,58.62068966,63.50364964,89.09090909,88.60759494,88.50574713,BP
1059,PiG,13,JUL,Y8,B,S,77.8,74.4,Y14,Y16,X,B,67.9,Y20,66.03773585,89.8089172,60,61.96319018,49.18032787,52.09580838,68.7150838,64.16184971,44.64285714,64.02877698,57.24137931,64.96350365,36.36363636,70.88607595,19.54022989,MP
1062,HpA,16,JAN,Y7,A,Q,77.5,72.4,Y14,Y16,X,B,72.4,Y20,41.50943396,60.50955414,55.15151515,69.32515337,59.01639344,77.24550898,67.59776536,56.06936416,64.28571429,76.97841727,72.4137931,75.18248175,63.63636364,68.35443038,63.2183908,BP
1063,VaC,11,FEB,Y8,A,N,80.53,75.83,Y14,Y16,X,C,66.31,Y20,71.69811321,89.8089172,78.18181818,68.09815951,52.45901639,66.46706587,64.24581006,60.69364162,69.64285714,82.73381295,58.62068966,94.16058394,49.09090909,60.75949367,44.82758621,BP
1066,MaS,15,JUN,Y7,B,Q,81,75.6,Y14,Y16,X,B,74.71,Y20,54.71698113,71.97452229,69.6969697,84.04907975,55.73770492,70.05988024,64.24581006,67.6300578,35.71428571,53.95683453,43.44827586,75.18248175,67.27272727,75.94936709,63.2183908,BP
1067,AiC,12,JAN,Y7,B,N,85.2,75.5,Y14,Y16,X,G,62.92,Y20,71.69811321,59.23566879,84.24242424,52.14723926,39.3442623,55.68862275,65.36312849,57.22543353,57.14285714,59.71223022,72.4137931,79.5620438,83.63636364,78.48101266,83.90804598,BP
1071,NiY,9,MAR,Y7,B,N,77.2,81.67,Y14,Y16,X,G,62.41,Y20,50.94339623,73.24840764,63.63636364,71.7791411,32.78688525,56.88622754,54.18994413,46.82080925,53.57142857,84.17266187,71.03448276,57.66423358,63.63636364,78.48101266,56.32183908,BP
1074,SiD,12,APR,Y8,B,Q,84,68,Y14,Y16,X,G,73.72,Y20,50.94339623,74.52229299,56.36363636,69.32515337,65.57377049,70.05988024,66.48044693,80.34682081,83.92857143,92.8057554,83.44827586,78.10218978,74.54545455,81.01265823,72.4137931,BP
1075,JnM,11,JUN,Y7,A,S,74.17,74.4,Y14,Y16,X,B,78.14,Y20,64.1509434,61.78343949,73.33333333,79.14110429,63.93442623,72.45508982,57.54189944,79.19075145,51.78571429,87.05035971,55.86206897,67.88321168,76.36363636,86.07594937,72.4137931,BP
1078,PaB,14,NOV,Y6,A,B,80.6,73.3,Y13,Y15,X,J,72.3,Y20,52.83018868,64.33121019,60,75.4601227,22.95081967,58.08383234,43.01675978,59.53757225,37.5,61.15107914,44.82758621,66.42335766,38.18181818,45.56962025,35.63218391,LP
1079,DaS,11,APR,Y8,B,N,80.26,72.5,Y14,Y16,X,B,57.68,Y20,62.26415094,70.70063694,68.48484848,81.59509202,44.09836066,67.66467066,65.36312849,56.06936416,39.28571429,71.22302158,48.96551724,50.3649635,87.27272727,88.60759494,83.90804598,MP
1080,SmS,11,DEC,Y7,A,J,84.8,78.8,Y14,Y16,X,B,71.45,Y20,47.16981132,69.42675159,52.72727273,69.32515337,60.6557377,66.46706587,74.30167598,65.31791908,33.92857143,52.51798561,54.48275862,63.50364964,80,73.41772152,81.6091954,BP
1082,KtB,26,JAN,Y8,B,S,85,75,Y14,Y16,X,G,77,Y20,54.71698113,64.33121019,67.27272727,74.23312883,31.14754098,66.46706587,44.13407821,52.60115607,57.14285714,62.58992806,71.03448276,73.72262774,76.36363636,78.48101266,77.01149425,BP
1083,UrS,11,OCT,Y7,A,Q,87.4,71,Y14,Y16,X,B,72.77,Y20,47.16981132,68.15286624,57.57575758,82.82208589,42.45901639,70.05988024,58.65921788,64.16184971,23.21428571,45.32374101,54.48275862,48.90510949,65.45454545,58.2278481,70.11494253,BP
1086,RnP,15,MAY,Y8,A,N,83.33,70,Y14,Y16,X,B,62.96,Y20,33.96226415,70.70063694,51.51515152,66.87116564,47.54098361,58.08383234,65.36312849,69.94219653,30.35714286,58.27338129,40.68965517,60.58394161,60,70.88607595,56.32183908,BP
1088,NtK,14,OCT,Y6,A,T,75.4,63.2,Y14,Y16,X,B,68.09,Y20,37.73584906,55.41401274,72.12121212,54.60122699,42.62295082,60.47904192,65.36312849,59.53757225,21.42857143,41.00719424,50.34482759,53.28467153,69.09090909,68.35443038,74.71264368,MP
1090,KoK,13,SEP,Y7,B,Q,77,71,Y16,Y18,X,B,72,Y20,39.62264151,70.70063694,58.78787879,64.41717791,31.14754098,58.08383234,68.7150838,50.28901734,39.28571429,64.02877698,50.34482759,67.88321168,76.36363636,83.5443038,72.4137931,BP
1093,AiS,16,OCT,Y8,B,B,70,63,Y14,Y16,X,B,73.93,Y20,43.39622642,50.31847134,62.42424242,66.87116564,63.93442623,84.43113772,73.18435754,56.06936416,50,71.22302158,50.34482759,76.64233577,90.90909091,81.01265823,93.10344828,MP
1094,JnN,12,OCT,Y8,A,N,84.4,82.67,Y14,Y16,X,B,60.6,Y20,58.49056604,70.70063694,66.06060606,75.4601227,49.01639344,67.66467066,65.36312849,64.16184971,37.5,66.90647482,42.06896552,73.72262774,74.54545455,53.16455696,90.8045977,LP
1096,RnM,15,APR,Y7,A,N,75.76,88.3,Y14,Y16,X,B,57.3,Y20,39.62264151,66.87898089,66.06060606,48.46625767,47.37704918,67.66467066,64.24581006,64.16184971,32.14285714,64.02877698,54.48275862,59.12408759,70.90909091,45.56962025,79.31034483,MP
1102,TnS,11,FEB,Y6,A,M,80.5,89.4,Y13,Y15,X,B,92.4,Y20,60.37735849,80.89171975,58.78787879,84.04907975,68.85245902,82.03592814,79.88826816,64.16184971,75,81.29496403,77.93103448,82.48175182,70.90909091,91.13924051,58.62068966,BP
1103,AlA,10,AUG,Y5,A,M,81.8,67.2,Y12,Y14,W,F,78.2,Y20,49.05660377,63.05732484,62.42424242,70.55214724,54.09836066,72.45508982,64.24581006,58.38150289,62.5,68.34532374,72.4137931,82.48175182,60,78.48101266,51.72413793,BP
1104,JeM,14,JAN,Y7,A,N,83.06,88,Y14,Y16,X,J,61.25,Y20,66.03773585,75.79617834,68.48484848,84.04907975,MD,71.25748503,72.06703911,80.34682081,67.85714286,84.17266187,66.89655172,81.02189781,81.81818182,86.07594937,79.31034483,BP
1105,BuK,9,JUL,Y7,A,N,85.06,83.17,Y14,Y16,X,L,66.52,Y20,56.60377358,70.70063694,64.84848485,74.23312883,62.29508197,79.64071856,67.59776536,63.00578035,53.57142857,69.78417266,72.4137931,59.12408759,83.63636364,81.01265823,86.20689655,MP
1106,AyB,12,FEB,Y7,A,N,89.06,86.33,Y14,Y16,X,B,60.07,Y20,100,92.3566879,100,68.09815951,65.57377049,83.23353293,72.06703911,53.75722543,28.57142857,49.64028777,48.96551724,57.66423358,76.36363636,48.10126582,88.50574713,MP
1107,ViU,15,MAY,Y8,B,N,82.67,75,Y14,Y16,X,J,61.13,Y20,45.28301887,75.79617834,81.81818182,60.73619632,27.86885246,58.08383234,46.36871508,60.69364162,35.71428571,52.51798561,60,63.50364964,50.90909091,78.48101266,40.22988506,BP
1108,TyL,10,MAY,Y7,A,N,82,66.8,Y14,Y16,X,B,57.12,Y20,62.26415094,74.52229299,76.96969697,74.23312883,45.90163934,56.88622754,56.42458101,61.84971098,37.5,74.10071942,40.68965517,53.28467153,52.72727273,75.94936709,44.82758621,MP
1109,VkK,15,JAN,Y8,A,B,77.4,68,Y14,Y16,X,G,70.03,Y20,35.8490566,68.15286624,53.93939394,59.50920245,24.59016393,43.71257485,49.72067039,52.60115607,30.35714286,51.07913669,55.86206897,51.82481752,54.54545455,50.63291139,60.91954023,LP
1111,RiB,16,JUN,Y7,B,N,89,77,Y14,Y16,X,J,66.06,Y20,67.9245283,77.07006369,78.18181818,81.59509202,63.93442623,83.23353293,69.83240223,66.47398844,91.07142857,95.68345324,88.96551724,81.02189781,89.09090909,91.13924051,86.20689655,BP
1115,SaA,15,APR,Y6,B,N,85.06,73.33,Y13,Y15,X,J,62.91,Y20,71.69811321,70.70063694,83.03030303,79.14110429,42.62295082,65.26946108,60.89385475,64.16184971,53.57142857,84.17266187,55.86206897,66.42335766,83.63636364,83.5443038,86.20689655,BP
1116,MlG,12,NOV,Y7,A,N,70.8,77.17,Y14,Y16,X,J,63.81,Y20,56.60377358,69.42675159,64.84848485,73.00613497,50.81967213,68.86227545,69.83240223,57.22543353,85.71428571,89.92805755,83.44827586,82.48175182,54.54545455,60.75949367,51.72413793,BP
1117,MaM,15,SEP,Y8,B,B,70,74,Y14,Y16,X,G,73,Y20,22.64150943,56.68789809,57.57575758,61.96319018,47.54098361,67.66467066,54.18994413,63.00578035,50,69.78417266,64.13793103,63.50364964,58.18181818,65.82278481,54.02298851,MP
1118,AaR,14,JUL,Y6,B,B,66,69.6,Y14,Y16,X,B,67.9,Y20,45.28301887,71.97452229,61.21212121,65.64417178,39.3442623,62.8742515,56.42458101,57.22543353,19.64285714,42.44604317,62.75862069,44.52554745,52.72727273,55.69620253,51.72413793,MP
1120,PaJ,13,MAY,Y7,B,B,62.6,65.6,Y13,Y16,X,B,60,Y20,41.50943396,69.42675159,62.42424242,63.19018405,36.06557377,64.07185629,51.95530726,54.9132948,26.78571429,48.20143885,46.20689655,57.66423358,60,75.94936709,51.72413793,MP
1125,TeN,16,JAN,Y7,A,N,88,89,Y14,Y16,X,J,64,Y20,56.60377358,65.60509554,68.48484848,74.23312883,52.45901639,76.04790419,68.7150838,57.22543353,53.57142857,58.27338129,80.68965517,59.12408759,70.90909091,75.94936709,67.81609195,BP
1126,ShS,12,NOV,Y6,B,M,86.2,80.4,Y13,Y15,X,L,92.7,Y20,54.71698113,75.79617834,66.06060606,68.09815951,18.03278689,49.7005988,43.01675978,66.47398844,26.78571429,58.27338129,36.55172414,51.82481752,70.90909091,60.75949367,77.01149425,BP
1128,MaG,11,JUN,Y8,B,M,83.66,84,Y14,Y16,X,B,86.4,Y20,69.81132075,75.79617834,57.57575758,86.50306748,63.7704918,76.04790419,73.18435754,80.34682081,55.35714286,76.97841727,53.10344828,82.48175182,80,86.07594937,77.01149425,BP
1129,SrS,20,AUG,Y7,A,N,90.8,82.33,Y14,Y16,X,B,61.75,Y20,83.01886792,91.08280255,87.87878788,84.04907975,75.40983607,86.82634731,73.18435754,82.65895954,48.21428571,59.71223022,71.03448276,67.88321168,90.90909091,83.5443038,95.40229885,BP
1130,PjG,16,NOV,Y7,A,N,74.13,85.67,Y14,Y16,X,L,58.8,Y20,58.49056604,75.79617834,57.57575758,68.09815951,44.26229508,53.29341317,64.24581006,61.84971098,64.28571429,71.22302158,76.55172414,78.10218978,69.09090909,73.41772152,67.81609195,BP
1131,PtS,13,FEB,Y7,A,N,83.8,84,Y13,Y15,X,B,62.2,Y20,52.83018868,64.33121019,67.27272727,69.32515337,47.54098361,65.26946108,65.36312849,63.00578035,48.21428571,68.34532374,68.27586207,59.12408759,90.90909091,81.01265823,95.40229885,BP
1135,MtB,13,JAN,Y7,A,N,80.13,83,Y14,Y16,X,J,63,Y20,49.05660377,82.1656051,53.93939394,68.09815951,36.06557377,54.49101796,57.54189944,51.44508671,57.14285714,75.53956835,57.24137931,81.02189781,38,58.2278481,35.63218391,BP
1140,RiM,12,MAR,Y6,B,M,80,71.2,Y13,Y15,X,D,87.9,Y20,33.96226415,54.14012739,62.42424242,55.82822086,39.3442623,58.08383234,53.0726257,66.47398844,46.42857143,52.51798561,64.13793103,79.5620438,70.90909091,58.2278481,81.6091954,MP
1141,RhC,15,DEC,Y7,A,N,86,74.8,Y14,Y16,X,G,60.9,Y20,81.13207547,73.24840764,70.90909091,86.50306748,42.62295082,55.68862275,57.54189944,68.78612717,83.92857143,89.92805755,79.31034483,88.32116788,61.81818182,73.41772152,56.32183908,BP
1142,NiS,11,OCT,Y7,B,B,80.8,87.78,Y14,Y16,X,B,78.09,Y20,22.64150943,65.60509554,60,49.69325153,50.81967213,67.66467066,66.48044693,54.9132948,48.21428571,68.34532374,66.89655172,59.12408759,83.63636364,83.5443038,81.6091954,MP
1143,MaP,19,DEC,Y8,A,M,66.4,67.4,Y13,Y15,X,L,68.2,Y20,33.96226415,61.78343949,56.36363636,61.96319018,44.26229508,62.8742515,62.01117318,65.31791908,32.14285714,53.95683453,40.68965517,69.34306569,72.72727273,68.35443038,72.4137931,LP
1149,VkN,14,JUN,Y8,A,N,81.8,78.4,Y14,Y16,X,G,60.6,Y20,32.0754717,61.78343949,51.51515152,58.28220859,39.3442623,66.46706587,48.60335196,58.38150289,41.07142857,65.4676259,55.86206897,59.12408759,76.36363636,73.41772152,77.01149425,BP
1151,IaG,9,AUG,Y7,B,B,86.8,82.3,Y13,Y15,X,B,80.1,Y20,77.35849057,75.79617834,84.24242424,88.95705521,65.57377049,79.64071856,74.30167598,61.84971098,17.85714286,45.32374101,50.34482759,37.22627737,81.81818182,81.01265823,79.31034483,BP
1152,HhN,15,FEB,Y8,A,N,88.4,89.8,Y14,Y16,X,G,64.7,Y20,75.47169811,92.3566879,86.66666667,79.14110429,65.57377049,78.44311377,68.7150838,82.65895954,92.85714286,98.56115108,84.82758621,82.48175182,87.27272727,91.13924051,83.90804598,BP
1153,JiS,11,MAR,Y8,B,C,86.16,95.8,Y14,Y16,Y,I,82.6,Y20,43.39622642,56.68789809,69.6969697,63.19018405,57.37704918,68.86227545,68.7150838,64.16184971,62.5,79.85611511,60,82.48175182,81.81818182,81.01265823,81.6091954,BP
1157,VkG,10,JAN,Y6,A,M,69,71,Y13,Y16,X,G,60,Y20,71.69811321,92.3566879,60,77.91411043,55.73770492,72.45508982,69.83240223,76.87861272,57.14285714,79.85611511,71.03448276,64.96350365,78.18181818,78.48101266,77.01149425,BP
1160,VhS,14,JUL,Y7,A,N,87.2,85.33,Y14,Y16,X,B,61.98,Y20,52.83018868,70.70063694,62.42424242,70.55214724,47.37704918,68.86227545,65.36312849,54.9132948,42.85714286,64.02877698,55.86206897,66.42335766,50.90909091,73.41772152,44.82758621,BP
1161,GaR,16,FEB,Y8,B,M,74,72.2,Y14,Y16,X,L,83.9,Y20,24.52830189,59.23566879,61.21212121,52.14723926,29.50819672,54.49101796,49.72067039,53.75722543,21.42857143,46.76258993,44.82758621,47.44525547,47.27272727,53.16455696,47.12643678,BP
1164,AkA,12,NOV,Y7,A,M,76,73,Y13,Y15,X,L,87,Y20,18.86792453,54.14012739,62.42424242,43.55828221,52.45901639,55.68862275,66.48044693,63.00578035,21.42857143,49.64028777,47.5862069,40.1459854,47.27272727,75.94936709,31.03448276,MP
1165,KrV,17,JUL,Y7,A,N,91.06,88.67,Y14,Y16,X,J,68.3,Y20,71.69811321,69.42675159,76.96969697,87.73006135,81.96721311,90.41916168,82.12290503,58.38150289,69.64285714,82.73381295,68.27586207,83.94160584,87.27272727,88.60759494,83.90804598,BP
1166,ViP,17,APR,Y6,B,N,89.6,80.17,Y14,Y16,X,J,62.4,Y20,69.81132075,64.33121019,78.18181818,84.04907975,54.09836066,76.04790419,56.42458101,63.00578035,58.92857143,68.34532374,65.51724138,83.94160584,80,78.48101266,81.6091954,BP
1169,SiM,15,AUG,Y6,A,N,87.6,79.5,Y13,Y15,X,B,60.71,Y20,90.56603774,92.3566879,92.72727273,90.18404908,93.44262295,100,100,80.34682081,44.64285714,62.58992806,48.96551724,78.10218978,81.81818182,86.07594937,81.6091954,BP
1170,SfP,9,APR,Y6,A,M,80,79,Y13,Y15,X,L,78.4,Y20,50.94339623,73.24840764,78.18181818,58.28220859,MD,50.89820359,56.42458101,36.41618497,42.85714286,75.53956835,73.79310345,72.26277372,47.27272727,70.88607595,49.42528736,MP
1172,MaK,17,DEC,Y7,B,N,85.2,82,Y14,Y16,X,G,60.64,Y20,45.28301887,73.24840764,52.72727273,68.09815951,36.06557377,53.29341317,62.01117318,54.9132948,41.07142857,64.02877698,62.75862069,57.66423358,78.18181818,83.5443038,74.71264368,BP
1174,GnS,15,FEB,Y8,A,A,84,87.67,Y14,Y16,X,B,70.1,Y20,16.98113208,64.33121019,46.66666667,50.9202454,24.42622951,53.29341317,48.60335196,54.9132948,32.14285714,52.51798561,48.96551724,60.58394161,47.27272727,86.07594937,24.13793103,BP
1176,SgS,14,FEB,Y7,A,A,79.2,74.2,Y14,Y16,X,L,71.8,Y20,60.37735849,83.43949045,69.6969697,76.68711656,36.06557377,55.68862275,54.18994413,60.69364162,46.42857143,59.71223022,72.4137931,62.04379562,49.09090909,53.16455696,47.12643678,MP
1179,MaP,14,JAN,Y6,B,B,69.8,61.33,Y13,Y16,X,B,64.46,Y20,41.50943396,57.96178344,60,68.09815951,47.54098361,61.67664671,66.48044693,54.9132948,17.85714286,38.1294964,44.82758621,75.18248175,50.90909091,50.63291139,63.2183908,LP
1180,KkM,12,DEC,Y7,A,A,74.73,88.33,Y14,Y16,X,G,66.6,Y20,28.30188679,63.05732484,62.42424242,48.46625767,24.42622951,50.89820359,49.72067039,46.82080925,41.07142857,52.51798561,65.51724138,66.42335766,49.09090909,58.2278481,44.82758621,BP
1181,SiR,9,JUN,Y8,B,A,89.45,96.25,Y14,Y16,X,B,77.1,Y20,52.83018868,70.70063694,63.63636364,68.09815951,63.93442623,55.68862275,75.41899441,67.6300578,48.21428571,59.71223022,64.13793103,78.10218978,76.36363636,68.35443038,81.6091954,BP
1183,NlG,9,SEP,Y8,A,T,79.16,81.4,Y14,Y16,X,B,67.38,Y20,45.28301887,66.87898089,62.42424242,65.64417178,59.01639344,72.45508982,68.7150838,68.78612717,51.78571429,61.15107914,76.55172414,64.96350365,67.27272727,63.29113924,70.11494253,BP
1185,ByS,19,NOV,Y7,B,D,93,76.33,Y13,Y15,X,B,69.4,Y20,31.88679245,64.33121019,78.18181818,48.46625767,27.86885246,52.09580838,46.36871508,56.06936416,46.42857143,64.02877698,58.62068966,70.80291971,40,70.88607595,24.13793103,BP
1188,VtB,12,APR,Y7,A,T,73.83,74.8,Y14,Y16,X,B,67.18,Y20,28.30188679,69.42675159,47.87878788,61.96319018,49.01639344,68.86227545,73.18435754,76.87861272,35.71428571,61.15107914,62.75862069,47.44525547,78.18181818,65.82278481,83.90804598,BP
1190,RaD,12,OCT,Y7,B,C,85,93.9,Y14,Y16,X,G,73.3,Y20,41.50943396,59.23566879,63.63636364,64.41717791,36.06557377,49.7005988,57.54189944,67.6300578,55.35714286,72.6618705,72.4137931,64.96350365,67.27272727,68.35443038,67.81609195,MP
1191,PhG,21,OCT,Y7,A,D,88.4,83.84,Y14,Y16,X,B,69.1,Y20,45.28301887,73.24840764,56.36363636,64.41717791,59.01639344,68.86227545,72.06703911,54.9132948,41.07142857,52.51798561,61.37931034,69.34306569,49.09090909,60.75949367,42.52873563,MD
1193,AdK,12,DEC,Y8,A,D,95,90.33,Y14,Y16,X,B,79.8,Y20,58.49056604,69.42675159,68.48484848,82.82208589,62.29508197,73.65269461,67.59776536,75.72254335,58.92857143,76.97841727,71.03448276,67.88321168,80,73.41772152,83.90804598,BP
1194,JeB,18,JUN,Y8,B,A,90.54,95.25,Y14,Y16,X,B,77.31,Y20,54.71698113,70.70063694,56.36363636,70.55214724,40.98360656,55.68862275,72.06703911,53.75722543,33.92857143,56.83453237,37.93103448,73.72262774,58.18181818,78.48101266,54.02298851,BP
1196,KkK,12,MAR,Y7,A,C,89.17,92.8,Y14,Y16,X,J,72.9,Y20,28.30188679,60.50955414,63.63636364,55.82822086,29.50819672,53.29341317,51.95530726,52.60115607,50,61.15107914,69.65517241,67.88321168,60,60.75949367,60.91954023,LP
1199,SmM,10,DEC,Y7,A,J,78.6,84.2,Y14,Y16,X,G,76.5,Y20,66.03773585,82.1656051,60,76.68711656,67.21311475,71.25748503,82.12290503,79.19075145,64.28571429,75.53956835,72.4137931,79.5620438,78.18181818,81.01265823,77.01149425,BP
1200,DrJ,12,OCT,Y7,A,M,76.8,81.2,Y14,Y16,X,G,72.58,Y20,43.39622642,65.60509554,76.96969697,60.73619632,47.54098361,82.03592814,46.36871508,54.9132948,76.78571429,87.05035971,76.55172414,79.5620438,76.36363636,81.01265823,72.4137931,BP
1202,JiS,17,AUG,Y7,B,A,83.6,72.8,Y14,Y16,X,J,78.13,Y20,54.71698113,78.34394904,83.03030303,61.96319018,36.06557377,50.89820359,58.65921788,57.22543353,48.21428571,65.4676259,66.89655172,64.96350365,58.18181818,73.41772152,49.42528736,MP
1203,KaP,16,NOV,Y8,B,D,75.5,85,Y14,Y16,X,B,80.3,Y20,41.50943396,68.15286624,63.63636364,55.82822086,68.68852459,88.0239521,56.42458101,80.34682081,50,88.48920863,53.10344828,62.04379562,90.90909091,91.13924051,88.50574713,BP
1205,YhS,10,FEB,Y6,A,J,85,86,Y13,Y15,X,B,66,Y20,62.26415094,70.70063694,72.12121212,76.68711656,39.3442623,50.89820359,57.54189944,79.19075145,62.5,76.97841727,68.27586207,75.18248175,83.63636364,78.48101266,86.20689655,BP
1207,ViS,15,MAY,Y6,B,A,94,94.5,Y14,Y16,X,B,80.2,Y20,28.30188679,55.41401274,50.3030303,66.87116564,16.39344262,62.8742515,39.66480447,53.75722543,50,68.34532374,64.13793103,66.42335766,60,45.56962025,67.81609195,BP
1208,AnS,13,MAY,Y7,A,D,86.4,82.8,Y14,Y16,X,B,71.5,Y20,49.05660377,63.05732484,55.15151515,69.32515337,50.81967213,67.66467066,63.12849162,51.44508671,42.85714286,53.95683453,55.86206897,76.64233577,47.27272727,83.5443038,35.63218391,BP
1209,RuK,9,DEC,Y7,B,T,75.2,71.2,Y14,Y16,X,J,70.75,Y20,22.64150943,59.23566879,51.51515152,52.14723926,37.70491803,46.10778443,56.42458101,67.6300578,57.14285714,69.78417266,76.55172414,66.42335766,36.36363636,53.16455696,31.03448276,BP
1210,AlY,11,SEP,Y7,A,T,67,75.6,Y14,Y16,X,G,64.57,Y20,66.03773585,66.87898089,76.96969697,79.14110429,44.26229508,48.50299401,70.94972067,69.94219653,67.85714286,81.29496403,68.27586207,82.48175182,78.18181818,68.35443038,81.6091954,LP
1212,RhK,16,JUN,Y7,A,D,85,84,Y14,Y16,X,B,64.1,Y20,58.49056604,73.24840764,64.84848485,74.23312883,54.09836066,76.04790419,47.48603352,76.87861272,51.78571429,65.4676259,68.27586207,69.34306569,48.90909091,88.60759494,40.22988506,BP
1216,VdA,10,MAR,Y7,A,C,83.1,83.7,Y14,Y16,X,B,70.7,Y20,33.96226415,66.87898089,62.42424242,57.05521472,14.75409836,54.49101796,40.78212291,51.44508671,32.14285714,53.95683453,48.96551724,75.18248175,47.27272727,58.2278481,42.52873563,MP
1217,AeC,27,OCT,Y7,A,J,86.2,87.8,Y14,Y16,X,G,71.07,Y20,79.24528302,83.43949045,87.87878788,80.36809816,60.6557377,64.07185629,73.18435754,67.6300578,55.35714286,59.71223022,83.44827586,54.74452555,83.63636364,86.07594937,79.31034483,BP
1218,SbV,11,MAR,Y7,A,AB,75.5,70,Y14,Y16,X,B,64.46,Y20,39.62264151,55.41401274,53.93939394,69.32515337,40.98360656,52.09580838,58.65921788,61.84971098,50,65.4676259,55.86206897,78.10218978,61.81818182,81.01265823,51.72413793,BP
1219,DiP,10,FEB,Y8,B,D,90,88.2,Y14,Y16,X,B,72.9,Y20,49.05660377,83.43949045,58.78787879,68.09815951,44.26229508,61.67664671,55.30726257,66.47398844,44.64285714,76.97841727,61.37931034,59.12408759,67.27272727,75.94936709,63.2183908,BP
1221,RaK,10,OCT,Y7,B,A,80.91,86.83,Y14,Y16,X,J,74.79,Y20,54.71698113,63.05732484,47.87878788,77.91411043,31.14754098,46.10778443,53.0726257,54.9132948,32.14285714,69.78417266,36.55172414,53.28467153,52.72727273,73.41772152,44.82758621,MP
1224,PaK,13,DEC,Y7,A,A,90.5,96.5,Y14,Y16,X,G,71.01,Y20,35.8490566,73.24840764,46.66666667,63.19018405,21.31147541,52.09580838,43.01675978,59.53757225,42.85714286,65.4676259,44.82758621,75.18248175,67.27272727,78.48101266,63.2183908,BP
1227,PaS,13,FEB,Y8,B,A,87.6,86.8,Y14,Y16,X,B,78.8,Y20,64.1509434,63.05732484,85.45454545,73.00613497,62.29508197,65.26946108,72.06703911,75.72254335,48.21428571,71.22302158,55.86206897,70.80291971,50.90909091,73.41772152,40.22988506,BP
1228,RiR,16,JUN,Y7,B,D,88.2,79,Y14,Y16,X,G,75.8,Y20,56.60377358,63.05732484,64.84848485,74.23312883,49.01639344,70.05988024,58.65921788,57.22543353,65.89285714,82.73381295,79.31034483,66.42335766,69.09090909,83.5443038,77.01149425,BP
1229,MnR,24,MAY,Y8,A,D,80.4,77.67,Y14,Y16,X,D,63.1,Y20,67.9245283,65.60509554,67.27272727,86.50306748,42.62295082,60.47904192,62.01117318,52.60115607,53.57142857,78.41726619,54.48275862,73.72262774,76.36363636,83.5443038,74.71264368,MP
1237,JaS,15,JAN,Y8,B,A,85,93.91,Y14,Y16,X,G,80.34,Y20,50.94339623,92.3566879,60,64.41717791,39.3442623,53.29341317,63.12849162,57.22543353,57.14285714,65.4676259,84.82758621,69.34306569,69.09090909,65.82278481,72.4137931,BP
1238,SnS,13,NOV,Y7,A,A,81.18,89.75,Y14,Y16,X,B,73.4,Y20,47.16981132,59.23566879,66.06060606,70.55214724,45.73770492,60.47904192,63.12849162,63.00578035,37.5,58.27338129,55.86206897,59.12408759,76.36363636,75.94936709,77.01149425,BP
1239,SmA,13,DEC,Y7,A,A,82.4,89.33,Y14,Y16,X,G,78.39,Y20,77.35849057,92.3566879,76.96969697,61.96319018,45.90163934,61.67664671,64.24581006,72.25433526,44.64285714,56.83453237,58.62068966,82.48175182,61.81818182,88.60759494,49.42528736,BP
1240,SlR,10,MAY,Y8,A,A,81,89.6,Y14,Y16,X,G,70.6,Y20,43.39622642,60.50955414,67.27272727,59.50920245,45.90163934,56.88622754,65.36312849,63.00578035,44.64285714,56.83453237,65.51724138,70.80291971,87.27272727,91.13924051,81.6091954,BP
1241,NhJ,16,MAY,Y8,A,D,86.2,71.4,Y14,Y16,X,L,78,Y20,50.94339623,69.42675159,56.36363636,70.55214724,22.95081967,58.08383234,47.48603352,57.22543353,32.14285714,61.15107914,42.06896552,57.66423358,58.18181818,53.16455696,63.2183908,BP
1249,DuS,13,MAY,Y7,A,D,88.83,78.83,Y13,Y15,X,B,66.8,Y20,43.39622642,68.15286624,60,61.96319018,44.26229508,61.67664671,60.89385475,65.31791908,50,62.58992806,76.55172414,59.12408759,54.54545455,63.29113924,51.72413793,MP
1250,VvC,16,JAN,Y8,A,M,75.6,76.4,Y14,Y16,X,J,60.99,Y20,43.39622642,71.97452229,56.36363636,59.50920245,26.2295082,60.47904192,47.48603352,53.75722543,41.07142857,64.02877698,66.89655172,48.90510949,83.63636364,83.5443038,90.8045977,BP
1253,BnS,20,APR,Y8,B,A,85.09,86.81,Y14,Y16,X,J,72.22,Y20,49.05660377,71.97452229,63.63636364,66.87116564,34.42622951,59.28143713,53.0726257,51.44508671,39.28571429,56.83453237,53.10344828,64.96350365,34.54545455,45.56962025,28.73563218,LP
